Organization_Name,Organization_Name_URL,Founded_Date,Founders,Number_of_Employees,Description,Industries,Industry_Groups,Headquarters_Location,Headquarters_Regions,Operating_Status,Funding_Status,Number_of_Funding_Rounds,Last_Funding_Amount,Last_Funding_Amount_Currency,Last_Funding_Date,Last_Funding_Type,Total_Funding_Amount,Total_Funding_Amount_Currency,Number_of_Lead_Investors,Top_5_Investors,Trend_Score_7_Days,Trend_Score_30_Days,Trend_Score_90_Days,Growth_Trend,Active_Hiring,Region_Local,Region_Mid,Region_Broad,Industry_Category
Danti,https://www.crunchbase.com/organization/danti-97f2,2023-02-01,Jesse Kallman,11-50,Search engine for all of Earth's data,"Artificial Intelligence (AI), Drone Management, Geospatial, Information Technology, Internet","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Navigation and Mapping, Science and Engineering, Software","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",Active,Seed,3,5000000.0,USD,2024-05-02,Seed,7825000.0,USD,3.0,"Shield Capital, Overline, Tech Square Ventures, Humba Ventures, Radius Capital",0.0,6.3,6.2,6.00%,Y,Greater Atlanta Area,East Coast,Southern US,AI & Data
Realm.Security,https://www.crunchbase.com/organization/realm-security,2024-01-01,Unknown,11-50,Realm.Security has created a platform that can combine and manage cybersecurity data,Cyber Security,"Information Technology, Privacy and Security","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Seed,1,5000000.0,USD,2024-09-12,Seed,5000000.0,USD,2.0,"Glasswing Ventures, Accomplice",0.1,4.9,8.0,93.00%,Y,Greater Boston Area,East Coast,Northeastern US,Enterprise Software
NeuBird,https://www.crunchbase.com/organization/neubird,2023-01-01,Vinod Jayaraman,11-50,NeuBird is a first-of-its-kind cloud-based generative operations platform for enterprises.,"Information Technology, Internet","Information Technology, Internet Services","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Seed,2,22500000.0,USD,2024-12-11,Seed,44500000.0,USD,2.0,"StepStone Group, Mayfield Fund, Prosperity7 Ventures, M12 - Microsoft's Venture Fund, AIspace Ventures",0.0,-0.8,2.2,92.00%,Y,San Francisco Bay Area,Silicon Valley,Western US,Enterprise Software
Duckfund,https://www.crunchbase.com/organization/duckfund,2023-05-01,"Anna Kogan, Dmitry Matveyev",11-50,Soft Deposit Financing for Commercial Real Estate Investors and Developers,Commercial Real Estate,Real Estate,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Unknown,1,100000000.0,USD,2024-11-27,Debt Financing,100000000.0,USD,0.0,Clear Haven Capital Management,0.0,-0.2,1.7,0.00%,N,Greater New York Area,East Coast,Northeastern US,E-Commerce & Retail
Euno,https://www.crunchbase.com/organization/euno-36f7,2023-01-01,"Eyal Firstenberg, Sarah Levy Schreier",11-50,Euno provides a metadata management platform that automates data governance and enhances AI readiness for analytics.,"Analytics, Data Governance, IT Infrastructure","Data and Analytics, Information Technology","Mountain View, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Seed,1,6250000.0,USD,2024-03-19,Seed,6250000.0,USD,1.0,"10D, INT3, Barr Moses, Lior Gavish, Yoni Broyde",0.0,-0.8,4.1,31.00%,Y,San Francisco Bay Area,Silicon Valley,Western US,AI & Data
Propense.ai,https://www.crunchbase.com/organization/propense-ai,2023-01-05,"Alexander Diaz Fraenkel, Nnamdi Anyanwu, Timothy Keith",11-50,"Propense.ai is a SaaS platform that identifies new revenue streams for businesses, augmented with AI technology.","Artificial Intelligence (AI), Predictive Analytics, SaaS, Software","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",Active,Unknown,2,0.0,USD,2024-10-29,Venture - Series Unknown,3000000.0,USD,2.0,"New Enterprise Associates, Harlem Capital, Operator Collective, Thomson Reuters Ventures, Florida Opportunity Fund",0.0,-0.1,-0.7,11.00%,Y,Greater Miami Area,East Coast,Southern US,AI & Data
Boon,https://www.crunchbase.com/organization/boon-aebf,2023-01-01,Unknown,11-50,Boon uses AI to find and book the most profitable business to book head hauls and back hauls.,"Artificial Intelligence (AI), Information Technology, Software","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Early Stage Venture,2,15500000.0,USD,2024-12-20,Series A,20500000.0,USD,2.0,"Redpoint, Marathon Management Partners",0.0,2.4,4.3,135.00%,Y,San Francisco Bay Area,Silicon Valley,Western US,AI & Data
Algebrik AI,https://www.crunchbase.com/organization/algebrik-ai,2024-01-01,Pankaj Jain,11-50,"Algebrik AI is a cloud-native and AI digital-era loan origination system company that provides automation, insights, and workflow services.","Artificial Intelligence (AI), Cloud Data Services, Lending","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Science and Engineering, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Early Stage Venture,1,4000000.0,USD,2024-11-04,Series A,4000000.0,USD,1.0,Bhupinder Singh,-0.8,-3.0,-0.6,383.00%,N,Greater New York Area,East Coast,Northeastern US,Fintech
SmartWiz,https://www.crunchbase.com/organization/smartwiz-5770,2023-01-01,Unknown,11-50,SmartWiz is an AI-enabled IRS that simplifies the tax preparation process.,"Accounting, Artificial Intelligence (AI), FinTech, Software","Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software","Birmingham, Alabama, United States",Southern US,Active,Seed,4,2000000.0,USD,2024-12-20,Seed,3750000.0,USD,2.0,"Techstars, Level Up Ventures, Black Founders Fund",1.2,1.8,-0.3,5.00%,N,Southern US,Unknown,Unknown,Fintech
"DBOS, Inc.",https://www.crunchbase.com/organization/dbos-inc,2023-03-11,"Andy Palmer, Christos Kozyrakis, Chuck Bear, Michael Coden, Mike Stonebraker, Peter Kraft, Qian Li",11-50,"Software development technology, cloud-native, serverless computing","Cloud Computing, Database, Operating Systems, Software Engineering","Data and Analytics, Internet Services, Platforms, Science and Engineering, Software","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Seed,1,8500000.0,USD,2024-03-12,Seed,8500000.0,USD,2.0,"Engine Ventures, Construct Capital, SineWave Ventures, Gutbrain Ventures",0.8,1.5,-0.1,-8.00%,N,Greater Boston Area,East Coast,Northeastern US,Enterprise Software
Mezo,https://www.crunchbase.com/organization/mezo-ee11,2024-01-01,Matt Luongo,11-50,Mezo is a platform that empowers people to live off their Bitcoin without selling it,"Bitcoin, Blockchain, Cryptocurrency, Finance, Personal Finance","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Active,Early Stage Venture,2,7500000.0,USD,2024-07-26,Series A,28500000.0,USD,2.0,"Pantera Capital, Draper Associates, Bybit, GSR, Hack VC",-0.3,-0.7,-1.5,27.00%,Y,San Francisco Bay Area,Silicon Valley,Western US,Fintech
Axena Health,https://www.crunchbase.com/organization/axena-health,2023-01-01,Unknown,11-50,Axena Health develops commercial-stage medical devices for women's pelvic health.,"Health Care, Medical, Medical Device",Health Care,"Newton, Massachusetts, United States","Greater Boston Area, East Coast, New England",Active,Early Stage Venture,3,9400000.0,USD,2024-06-04,Series A,36200000.0,USD,2.0,"AXA Investment Managers, Cross-Border Impact Ventures, KOFA Healthcare, Avestria Ventures",-0.1,0.4,3.2,24.00%,N,Greater Boston Area,East Coast,Northeastern US,Healthcare & Biotech
Full Glass Wine Co,https://www.crunchbase.com/organization/full-glass-wine-co,2023-01-01,"Louis Amoroso, Neha Kumar",11-50,Full Glass Wine Co. is a brand acquisition and management firm focused on rapidly acquiring Direct-to-Consumer (DTC) wine.,"Food and Beverage, Retail","Commerce and Shopping, Food and Beverage","Lake Forest, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Active,Early Stage Venture,1,14000000.0,USD,2024-04-04,Series A,14000000.0,USD,1.0,Shea Ventures,-0.2,3.5,1.4,16.00%,N,Greater Chicago Area,Great Lakes,Midwestern US,E-Commerce & Retail
Jimini Health,https://www.crunchbase.com/organization/jimini-health,2023-09-08,"Luis Voloch, Mark Jacobstein, Sahil Sud",11-50,Jimini’s mission is to radically improve the efficacy of mental health care across the world.,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Stanford, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,1,8000000.0,USD,2024-11-19,Pre-Seed,8000000.0,USD,0.0,"BoxGroup, South Park Commons, Zetta Venture Partners, PsyMed Ventures, LionBird",-0.1,-1.1,-0.2,-5.00%,N,San Francisco Bay Area,West Coast,Western US,Healthcare & Biotech
1mind,https://www.crunchbase.com/organization/1mind,2024-01-01,Amanda Kahlow,11-50,1mind is a platform that deploys AI-powered Superhumans for revenue teams.,"Artificial Intelligence (AI), Customer Service, SaaS, Sales Automation, Software","Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software","Mill Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,7500000.0,USD,2024-04-21,Seed,7500000.0,USD,1.0,"Primary Venture Partners, Machina Ventures",0.0,0.7,0.9,79.00%,Y,San Francisco Bay Area,West Coast,Western US,AI & Data
BlinqIO,https://www.crunchbase.com/organization/blinqio,2023-06-01,"Guy Arieli, Tal Barmeir",11-50,Blinq.io is an AI-powered test automation platform for generating and maintaining tests across web and mobile apps.,"Artificial Intelligence (AI), Generative AI, Software","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Wilmington, Delaware, United States","Greater Philadelphia Area, East Coast, Southern US",Active,Seed,2,5000000.0,USD,2024-06-12,Seed,5000000.0,USD,1.0,"Inovia Capital, Flint Capital, Tal Ventures, SeedIL Ventures",0.1,1.2,-0.3,-16.00%,N,Greater Philadelphia Area,East Coast,Southern US,AI & Data
Anon,https://www.crunchbase.com/organization/anon-df99,2023-03-01,"Daniel Mason, Kai Aichholz, Peter Nesbitt",11-50,The Integration Platform for the Internet. Empowering AI developers to build user-permissioned integrations for sites without APIs.,"Developer Platform, Generative AI, Identity Management, Software","Artificial Intelligence (AI), Information Technology, Privacy and Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,3,8275000.0,USD,2024-11-13,Seed,14875000.0,USD,5.0,"Forerunner, Union Square Ventures, Abstract, Okta Ventures, BlockTower Capital",0.0,-0.2,-2.3,74.00%,Y,San Francisco Bay Area,West Coast,Western US,AI & Data
Chatter Social,https://www.crunchbase.com/organization/chatter-3a7c,2023-10-10,Nelson Epega,11-50,Chatter is a social platform that combines real-time and asynchronous interactions with artificial intelligence features.,"Art, Content Creators, Social Media, Social Network, Video","Internet Services, Media and Entertainment, Video","Bethesda, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",Active,Seed,1,4000000.0,USD,2024-02-18,Angel,4000000.0,USD,1.0,Davido Davido,-0.1,-1.0,7.4,50.00%,N,Washington DC Metro Area,East Coast,Southern US,Media & Marketing
Daytona,https://www.crunchbase.com/organization/daytona-4480,2023-01-01,"Goran Draganic, Ivan Burazin, Vedran Jukic",11-50,"Daytona is cloud infrastructure for AI agents, enabling them to run tools and code autonomously in fast, secure, and isolated environments.","Artificial Intelligence (AI), Cloud Infrastructure, Generative AI, Web Development","Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Active,Seed,2,5000000.0,USD,2024-06-25,Seed,7000000.0,USD,1.0,"500 Global, Upfront Ventures, 500 Emerging Europe, Firestreak Ventures, Darkmode Ventures",0.2,0.0,4.1,9.00%,Y,Greater New York Area,East Coast,Northeastern US,AI & Data
Leap AI,https://www.crunchbase.com/organization/leap-ai-1c2c,2023-01-01,"Alex Schachne, Claudio Fuentes",11-50,Build powerful AI workflows in minutes.,"Apps, Artificial Intelligence (AI), Developer APIs, Internet, Machine Learning, SaaS","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,1400000.0,USD,2024-01-09,Seed,1400000.0,USD,1.0,"Gaingels, Founders, Inc., Carya Venture Partners, Paul Copplestone, A-Level Capital",0.0,-0.3,-0.3,-71.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
Vantage Discovery,https://www.crunchbase.com/organization/vantage-discovery,2023-05-01,"Lance Riedel, Nigel Daley",11-50,Vantage Discovery is a generative AI-powered SaaS search and content discovery platform that provides personalized shopping recommendations.,"Artificial Intelligence (AI), Content Discovery, Personalization, SaaS, Semantic Search","Artificial Intelligence (AI), Commerce and Shopping, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,M&A,2,16000000.0,USD,2024-06-01,Series A,20000000.0,USD,2.0,"The Hive, Future Positive, lobby capital, Biz Stone, Jony Ive",0.0,2.7,-0.2,-76.00%,Y,San Francisco Bay Area,West Coast,Western US,AI & Data
Avenacy,https://www.crunchbase.com/organization/avenacy,2023-07-01,Jeff Yordon,11-50,Avenacy is a pharmaceutical manufacturing company specializing in critical injectable medications like eptifibatide and fulvestrant.,"Manufacturing, Medical, Pharmaceutical","Health Care, Manufacturing","Schaumburg, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",Active,Unknown,1,26030368.0,USD,2024-11-26,Undisclosed,26030368.0,USD,0.0,Unknown,0.0,-1.9,-0.6,4.00%,Y,Greater Chicago Area,Great Lakes,Midwestern US,Healthcare & Biotech
Fixify,https://www.crunchbase.com/organization/fixify,2023-07-01,"Mase Issa, Matt Peters, Peter Silberman",11-50,Fixify is an AI powered managed service provider for IT support.,"Artificial Intelligence (AI), Information Technology","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",Active,Early Stage Venture,2,25000000.0,USD,2024-10-23,Series A,32000000.0,USD,3.0,"Paladin Capital Group, Scale Venture Partners, Costanoa Ventures, Decibel Partners, StoneMill Ventures",-0.1,-0.5,-0.9,88.00%,N,Washington DC Metro Area,East Coast,Southern US,AI & Data
Vooma,https://www.crunchbase.com/organization/vooma-ed49,2023-01-01,"Jesse Buckingham, Mike Carter",11-50,Vooma is a back-office automation platform that enables automated order entry for brokers and carriers.,"B2B, FinTech, Productivity Tools, Transportation","Financial Services, Other, Software, Transportation","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Early Stage Venture,3,14224988.0,USD,2024-12-02,Series A,18324988.0,USD,3.0,"Craft Ventures, HOF Capital, Index Ventures, Y Combinator, project44",0.6,-0.3,-0.4,121.00%,N,San Francisco Bay Area,West Coast,Western US,Fintech
Portkey AI,https://www.crunchbase.com/organization/portkey,2023-01-01,Unknown,51-100,"Portkey enables businesses to design, deploy, maintain, and improve on their generative AI apps and features more quickly.","Apps, Artificial Intelligence (AI), Generative AI, Internet","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Active,Seed,2,0.0,USD,2024-07-17,Seed,3000000.0,USD,2.0,"Lightspeed Venture Partners, Flybridge, NetApp Excellerator, sanjee sisodiya",0.0,0.1,3.2,-4.00%,N,San Francisco Bay Area,West Coast,Western US,AI & Data
